Dialogue,Character,Label
"Well, then let's fill her up with filler!",not spongebob,0
"Mr. Krabs, are you changing the secret Krabby Patty formula?",spongebob,1
"Heh, no, I-I can— well, it's just a little tweak, me boy.",not spongebob,0
But what is filler?,spongebob,1
"Whoa, hey, this little yellow box sure is full of questions. What do you say we go see where the money's made?",not spongebob,0
"Ho-ho, that sounds great!",not spongebob,0
"Take a look around. It's your dream come true. Through the wonders of automation, this factory can make as many Krabby Patties in one minute as you used to make in a week. Take a whiff of the future, Krabs. Does it smell like money?",not spongebob,0
"Oh, yeah.",not spongebob,0
"Hey, why does that barrel say sand?",spongebob,1
"Well, it's imported. It's spelled sand but it's pronounced, filler.",not spongebob,0
"Hey, let's check in on our taste test area.",not spongebob,0
Hmm. This tastes kind of bad.,not spongebob,0
"Would you buy it, though?",not spongebob,0
"Well, yeah, for the convenience... and the face of that stupid guy  Though I have noticed a bit of a side effect. Hmm-hmm.",not spongebob,0
He loves it.,not spongebob,0
"Great news, Krabs. Sales are going all the way up to the surface of the ocean. Here's your first check.",not spongebob,0
Huh?,not spongebob,0
Mr. Krabs?,spongebob,1
"I'm rich, boy-o, rich!",not spongebob,0
"Great, can we go back to the Krusty Krab now?",spongebob,1
"Yes, yes, we can.",not spongebob,0
"Hooray, finally!",spongebob,1
"Whatcha doing, boy?",not spongebob,0
Making Krabby Patties.,spongebob,1
"Oh, no, you've made your last Krabby Patty.",not spongebob,0
You mean my last one for the morning rush?,spongebob,1
"No, ever.",not spongebob,0
You mean my last one for today-ever?,spongebob,1
"No, I mean forever and ever. You're fired.",not spongebob,0
Fired?,spongebob,1
But I'm ready to re-hire you.,not spongebob,0
"Oh, please, re-hire me Mr. Krabs. I'll do anything.",spongebob,1
Then follow me.,not spongebob,0
This tastes nice.,not spongebob,0
"Ow, curses, foiled again, ow.",not spongebob,0
You turned the Krusty Krab into some kind of museum?,spongebob,1
"That's right, me boy. It's all history now, but you, you have the most important job of all.  You give tours and sell tchotchkes in the gift shop.",not spongebob,0
"Yeah, but what if someone wants a Krabby Patty?",spongebob,1
"Oh, we've got plenty of Krabby Patties right here in the freezer.",not spongebob,0
Ding.,not spongebob,0
"You see? Customers at the museum can cook the patties themselves, like this.",not spongebob,0
"Yeah, it's so convenient, see?",not spongebob,0
And what about me?,not spongebob,0
"Don't worry, Squidward. You're fired.",not spongebob,0
"Well, do I get re-hired for a new job at the museum too?",not spongebob,0
"Heh! No, you're just fired.",not spongebob,0
"What? No, you don't fire me—I quit! I got my resignation letter all prepared.  Dear Mr. Krabs—",not spongebob,0
"Do you have a ticket, sir? Can't be in a museum without a ticket.",not spongebob,0
"What the—what?!  I-I-I tender my resignation from this greasy establishment. Too long have I toiled under your iron claw. Now I am free—free to live my dreams of being a ballet dancer, ha-ha, and the first chair clarinet in the Bikini Bottom Orchestra, ha-ha, and I am going to finally publish my mystery/thriller novel: 'Dial D for Doily!",not spongebob,0
"Ahem,  hello, and welcome to the Krusty Krab Museum, the original home of the Krabby Patty, now available in the frozen food section of your local supermarket.",spongebob,1
"Oh, and don't forget to buy souvenirs at the gift shop.",spongebob,1
"Atta boy, embrace the future!",not spongebob,0
Going up?,not spongebob,0
I'm going to a party—a party to celebrate my friend's upcoming 400th commercial.,spongebob,1
Uh-huh.,not spongebob,0
I brought ice cream. Me and my best friend are gonna share the ice cream. Who knows? Maybe we'll even get a chance to share pants.  Again.,spongebob,1
You should get out. Now.,not spongebob,0
"Excuse me, excuse me, excuse me, excuse me, pardon me, excuse me.",spongebob,1
"Uh, Patrick, did you order something through the mail? 'Cause a yellow box just arrived for you.",not spongebob,0
SpongeBob!,not spongebob,0
"Hey, Patrick.",spongebob,1
"Oh, I'm sure glad you made it to my party.",not spongebob,0
"Uh, excuse me, yellow box, are you feeling a little overheated? Because I do—I say, I do believe that you are melting.",not spongebob,0
"Oh, yeah, I guess I should get this in a freezer. Patrick, where's the kitchen?",spongebob,1
"Oh, I don't know.",not spongebob,0
It's just past the solid gold gym. Take a right at the zoo.,not spongebob,0
"I'll come with you, SpongeBob.",spongebob,1
He can find the kitchen by himself. The press needs some photos of you with your new mascot friends.,not spongebob,0
Aww.,spongebob,1
Aww.,not spongebob,0
"This way, Mr. Star! Hey, Patrick, over here! Over here, right here! Who are you wearing?",not spongebob,0
The next day...,not spongebob,0
"Whoa, oof!",spongebob,1
Ow.,not spongebob,0
Squidward? What are you doing here? I thought you were off following your dreams.,spongebob,1
"I was. They turned out to be nightmares. Apparently, you need more than 17 years behind a cash register to be qualified for dreams.  I never thought I would say this, but I'm begging you, SpongeBob, let me come back and work at the Krusty Krab Museum.",not spongebob,0
I guess you could help out the animatronic Squidward. There's something about him that seems a little off.,spongebob,1
I love my job. Thanks for coming!,not spongebob,0
Totally out of character.,not spongebob,0
"I hate everyone.  Huh, much better.",not spongebob,0
Later...,not spongebob,0
Tastes so nice that they—,not spongebob,0
They taste like lice!,not spongebob,0
"Oh, now I gotta start over! Ooh, someone fix that broken robot.",not spongebob,0
Huh?,not spongebob,0
What are you doing with this—ow!,not spongebob,0
Tastes so nice that they taste nice.,not spongebob,0
"Hey, Patrick, rehearsing your big 400th commercial, huh?",spongebob,1
"Excuse me, yellow box, Mr. Star is not to be disturbed. He's very, very busy right now.",not spongebob,0
"Yeah, sure. I get it.",spongebob,1
But he's my friend.,not spongebob,0
You're a star. You have no friends.,not spongebob,0
What am I doing again?,not spongebob,0
Stand over here and say your line. And...action.,not spongebob,0
"Tastes so nice, it... uh...  blah, blah, blahblahbli-blah...",not spongebob,0
"And..cut! Alright, you guys can fix that in post. Okay? that's a wrap. Let's pack it up.",not spongebob,0
"Okay, and here. And here. Okay, and then sign here. And again here.",not spongebob,0
"Patrick, there's something weird about these Frozen Krabby Patties.",spongebob,1
Looks like you've been hitting the patties pretty hard there.,not spongebob,0
Speak for yourself.,not spongebob,0
"Oh, nothing's been the same since those frozen patties came out.  I miss the old Krusty Krab. I miss Patrick—oof!",spongebob,1
"Come on, Mr. Star. You've got an 11:00 eyeball waxing.",not spongebob,0
"See you later, SpongeBob.",not spongebob,0
Aww.,spongebob,1
"Finally, now is my chance to strike.",not spongebob,0
Welcome to the original Krusty—,spongebob,1
"Curses, foiled again. Curses, foiled again.",not spongebob,0
"Pfft, never happened.",not spongebob,0
Now to make my escape.,not spongebob,0
Aren't you gonna try and stop me?,not spongebob,0
"That'll be $1.99, please.",spongebob,1
"What do you mean, $1.99? You're not gonna step on me? I've got the secret formula, you know.",not spongebob,0
Anyone can have a secret formula. We sell them in the gift shop.,spongebob,1
See? They're all just fakes.  Everything here is a fake!,spongebob,1
"Eh, forget it. What's the world coming to?  All right, just give me one Frozen Krabby Patty to go.",not spongebob,0
Ding.,not spongebob,0
"Yes, you fools!",not spongebob,0
Shouldn't we chase after him? He didn't pay.,not spongebob,0
"Oh, what's the point? These Frozen Krabby Patties have ruined my life, Squidward. And it was all my idea. Who am I to fight the future?",spongebob,1
"Sand?! It tastes like sand! Not good sand, either.",spongebob,1
Of course it does. What do you think Krabs uses as filler?,not spongebob,0
Krabby Patties aren't made with sand! They're made with love.,spongebob,1
"Mm! I am going to show the world what a fresh,  not frozen Krabby Patty tastes like, and the first one is for my best friend, Patrick.",spongebob,1
"Over here. Right here, Patrick. Right here, right here. One, more, Patrick.",not spongebob,0
"Patrick, baby, sweetheart, have you thought about that feature film I pitched youse?",not spongebob,0
That's it! I can't take it anymore! Everybody out!,not spongebob,0
I wish things could go back to the way they were. Mm...  I just wanna be able to share one pair of pants with my best friend without it being in the papers.,not spongebob,0
"Freshly grilled Krabby Patty, you and I are going to save the world. And save a friendship.",spongebob,1
Patrick!,spongebob,1
SpongeBob!,not spongebob,0
"Patrick, the frozen patties are made with sand!",spongebob,1
"SpongeBob, what?",not spongebob,0
"Patrick, the Frozen Krabby Patties are made with sand!",spongebob,1
I thought they tasted familiar!,not spongebob,0
SpongeBob?,not spongebob,0
Missed you.,spongebob,1
I missed you too.,not spongebob,0
"I got something for you, from one friend to another.",spongebob,1
"No, no, I don't wanna eat another one of those things!",not spongebob,0
"Mm! Now that's a real Krabby Patty! Oh, as delicious as our real friendship.",not spongebob,0
"Now that we've saved our friendship, we have to save the reputation of the Krabby Patty.",spongebob,1
But I have to speak at a shareholders meeting tonight. How am I gonna say nice things about frozen patties now that I know they're filled with sand?,not spongebob,0
"Well, Patrick, you're just gonna have to listen to your heart... and your stomach.",spongebob,1
"Thank you, everyone, for coming to this gala event celebrating the meteoric success of Frozen Krabby Patties. In honor of this momentous occasion, we are going to premiere our 400th commercial.",not spongebob,0
"And here to say a few words is the face of the Frozen Krabby Patty, our own Patrick Star. Come on up, Patrick!",not spongebob,0
"Good evening, ladies and... the other ones. I know you're all excited to see the 400th commercial, but before we see it, I just want to say...",not spongebob,0
That... that...Frozen Krabby Patties are...,not spongebob,0
"Uh-huh, uh-huh, uh-huh.",spongebob,1
...Made with sand!,not spongebob,0
"Oh, no!",not spongebob,0
That was cute when you were rich.  I'm out of here.,not spongebob,0
"And in shocking news today, it has been revealed that Frozen Krabby Patties are made with sand.",not spongebob,0
"Well, it's gone. Everything I spent me life building is all gone. I'm ruined.  What?",not spongebob,0
Now that's the taste I remember.,not spongebob,0
That's strange.,not spongebob,0
"Mr. Squidward, what is going on in here?",not spongebob,0
"Uh,  I am Animatronic Squidward. I cannot answer questions.",not spongebob,0
Squidward!,not spongebob,0
It was SpongeBob's idea. Him and Patrick are behind this. They forced me to help.,not spongebob,0
"SpongeBob, did you do all this?",not spongebob,0
"Absolutely! Well, Patrick helped.",spongebob,1
"A friend always helps. It's called frelping, and I was very frelpful.",not spongebob,0
But how did you get these customers to eat Krabby Patties? They know they're filled with sand.,not spongebob,0
"The frozen ones are, but these are made fresh.",spongebob,1
Fresh?,not spongebob,0
"Go on, have a bite.",spongebob,1
"No, no I—",not spongebob,0
"Mr. Krabs, just a nibble.",spongebob,1
Here!,not spongebob,0
"Ooh, hoo-hoo-hoo-hoo, ooh, the flavor.  The sweet, greasy nectar of the gods. How much are you charging for these patties, boy-o?",not spongebob,0
"Nothing, we're not selling them.",spongebob,1
"Yeah, we just give them away.",not spongebob,0
"Agh, SpongeBob, me boy, you've done a good thing here, lad, but you could use a little frelp, I think.  How about we partner up, and I become your boss and pay you minimum wage while I work you mercilessly? What do you say?",not spongebob,0
Yeah! The Krusty Krab is back in business!,spongebob,1
"Great, now get back to work!",not spongebob,0
SpongeBob...,not spongebob,0
"Good morning, Squidward!",spongebob,1
"SpongeBob, what are you doing in my house?!",not spongebob,0
I came to make sure you don't oversleep and miss work.,spongebob,1
"Oh gee, SpongeBob, that's very thoughtful of you.",not spongebob,0
"My pleasure, Squidward. That's what good neighbors are for.",spongebob,1
"You did overlook one teensy little detail, however.",not spongebob,0
"What's that, Squidward?",spongebob,1
It's Sunday!  A good neighbor doesn't bother me on Sunday!,not spongebob,0
"Sunday? No wonder Squidward's grumpy. He forgot his Sunday papers. This'll show Squidward I'm a good neighbor. I'll bring it to him.  Man this is heavy.  Oh, pardon me.",spongebob,1
"Hey, watch where you're going.  Newspaper monster!",not spongebob,0
AHH!!! Monster!,spongebob,1
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH!!!,not spongebob,0
"Will you two nincompoops kindly quiet down?! I am not going to let them ruin the rest of my Sunday.  My Sunday relaxation kit.  Let's see…pillow.  Placed ever so for slight foot elevation. Flower--to brighten the room. Flower fragrance.  Ah, and the final touch.  Yes, I'd like to order the Sunday special. Yes, pedicure and foot massage house call, that is correct. See you at 4 my good man.  This is gonna be a heavenly day. Oh, I almost forgot.  Bon-bons. Hello there, heaven's little wonder, take me on a chocolate vacation.",not spongebob,0
